trial,stack,class,duration,H_amp,V_amp,H_vel,V_vel,EyeRT,ArmRT,arm_duration,ArmRT2,button1,button2,delay,sac ang,targR,targL
114,367,5,100843,99998.1,99999.89,3.3,18.71,-101906,304,140,339,4,1,0,45.0005128023803,-180,0
118,366,5,105355,99998.42,100002.42,17.02,-23.83,-104746,339,184,406,4,1,400,45.0011459107773,-180,0
20232,366,5,64,-23.41,-3.78,-611.19,-111.37,407,395,160,428,4,1,200,-170.82764979657,-180,0
20251,368,5,64,-15.16,-6.07,-386.76,-157.3,403,326,149,368,4,1,0,-158.179044535496,-180,0
20252,367,5,64,-17.88,0.56,-469.49,7.5,375,314,165,354,4,1,300,178.206087730948,-180,0
20297,366,5,0,-99998.1,-100003.09,0,0,-99999,330,141,361,4,1,0,-134.998570478807,-180,0
20309,368,5,66,-16.71,-4.19,-427.83,-93.28,397,336,138,377,4,1,100,-165.923424439965,-180,0
20310,367,5,64,-17.42,0.89,-449.02,22.35,367,324,153,372,4,1,100,177.075261504613,-180,0
30358,366,5,64,-19.54,-3.18,-516.28,-82.91,373,327,137,357,4,1,0,-170.756544511624,-180,0
30374,368,5,64,-14.7,-0.7,-374.61,-19.03,323,295,175,383,4,1,0,-177.273689006094,-180,0
30388,367,5,62,-17.85,-1.71,-470.75,-54.6,375,299,129,317,4,1,0,-174.527859703836,-180,0
30439,366,5,64,-18.34,0.49,-476.72,7.76,361,279,218,342,4,1,300,178.469560817985,-180,0
30440,367,5,64,-18.32,-0.6,-479.01,-20.21,385,335,172,428,4,1,500,-178.124171171833,-180,0
30452,368,5,101175,99998.45,100002.44,-7.69,11.35,-102346,293,139,305,4,1,200,45.0011430457146,-180,0
40497,367,5,64,-20.18,-3.88,-530.66,-91.64,347,327,173,401,4,1,500,-169.116579098094,-180,0
40536,366,5,64,-17.41,-5.6,-451.33,-147.96,353,285,146,317,4,1,200,-162.169393721644,-180,0
40541,368,5,60,-10.4,-0.98,-279.98,-26,-111,358,140,381,4,1,0,-174.616870125942,-180,0
40581,368,5,66,-13.94,0.65,-350.29,17.5,403,328,149,362,4,1,0,177.330322738148,-180,0
40589,366,5,101261,99997.6,100003.27,-4.4,15.99,-102506,263,146,297,4,1,400,45.0016243282829,-180,0
40595,367,5,64,-16.99,-0.87,-442.01,-21.15,383,301,141,321,4,1,100,-177.068638721819,-180,0
50645,367,5,66,-21.19,-0.69,-552.09,-39.41,343,337,139,358,4,1,300,-178.134963480851,-180,0
50650,368,5,64,-16.11,-5.3,-416.94,-156.4,367,349,146,368,4,1,0,-161.789404192233,-180,0
50684,366,5,66,-21,-0.69,-544.45,-24.31,377,373,156,411,4,1,0,-178.118101420018,-180,0
65,367,6,68,-18.1,21.25,-482.11,539.53,337,335,161,361,4,1,300,130.423185160004,135,-45
74,368,6,68,-19.29,17.59,-503.39,438.15,351,337,178,397,4,1,200,137.63920624019,135,-45
80,366,6,70,-20.97,23.7,-542.93,586.01,331,348,150,372,4,1,0,131.502727281865,135,-45
20236,367,6,68,-21.3,12.77,-570.65,310.25,359,347,166,377,4,1,400,149.056026555157,135,-45
20244,366,6,74,-25.41,12.9,-679.25,307.51,381,348,143,359,4,1,0,153.084272818669,135,-45
20246,368,6,70,-21.39,18.31,-570.94,446.1,383,312,166,327,4,1,200,139.436227143681,135,-45
20287,367,6,106,-24.38,16.54,-655.17,360.99,339,355,195,459,4,1,300,145.846052849187,135,-45
20291,366,6,104,-19.5,19.46,-531.21,430.69,357,325,153,332,1,4,500,135.058825214971,135,-45
20306,368,6,78,-21.72,15.66,-583.15,368.56,389,407,154,419,4,1,400,144.208604603146,135,-45
30346,368,6,72,-25.25,14.77,-678.25,351.74,331,324,157,350,4,1,100,149.674479152433,135,-45
30382,366,6,66,-21.69,16.91,-563.09,426.82,341,320,153,326,1,4,400,142.059238966534,135,-45
30384,367,6,68,-19.97,16.95,-535.59,427.27,357,345,155,379,4,1,300,139.676296714966,135,-45
30414,368,6,70,-22.32,16.87,-587.22,410.24,343,301,142,321,1,4,400,142.917123098159,135,-45
30437,366,6,86,-20.82,14.03,-586.05,320.13,365,335,141,337,4,1,200,146.02510162574,135,-45
30438,367,6,68,-22.76,12.1,-596.51,291.34,381,366,139,373,4,1,300,152.003349514881,135,-45
40500,366,6,68,-18.26,13.25,-481.85,334.43,331,342,132,346,4,1,0,144.034242987022,135,-45
40501,368,6,74,-23.9,16.37,-622.47,393.87,403,411,163,446,4,1,0,145.591304215748,135,-45
40523,367,6,72,-21.71,17.47,-573.06,426.62,353,399,135,411,4,1,100,141.176425742563,135,-45
40568,366,6,76,-25.85,15.51,-712.12,347.55,349,325,152,350,4,1,400,149.036243467926,135,-45
40571,368,6,72,-21.17,13.18,-545.19,312.05,363,354,149,390,4,1,500,148.094469065222,135,-45
40584,367,6,68,-19.19,15.24,-486.38,381.3,347,299,151,322,4,1,400,141.544675209686,135,-45
50646,367,6,76,-21.17,18.64,-556.01,441.84,355,376,165,413,4,1,500,138.636363708103,135,-45
50668,368,6,72,-19.78,19.57,-522.17,469.05,305,318,157,333,1,4,0,135.305768728651,135,-45
50681,366,6,70,-25.45,18.06,-664.8,443.29,331,324,157,339,4,1,300,144.639470077138,135,-45
50689,367,6,70,-23.83,20.74,-621.47,516.17,357,359,149,380,4,1,400,138.965921431812,135,-45
50699,366,6,72,-24.42,14.29,-633.88,335.05,381,389,149,400,4,1,300,149.664849880833,135,-45
50717,368,6,70,-23.92,19.24,-624.9,471.81,355,366,137,903,4,1024,300,141.188615963242,135,-45
71,366,7,62,-0.78,14.31,-19.78,376.43,217,302,135,308,4,1,500,93.1199529916834,90,-90
109,368,7,58,0.67,16.09,19.45,432.5,465,457,137,491,4,1,200,87.6155371313489,90,-90
111,367,7,101463,99998.3,100000.01,-3.8,-12.43,-102606,360,176,419,4,1,500,45.0004898830543,90,-90
10158,368,7,90,-2.45,10.87,-75.63,220.8,365,437,148,462,4,1,500,102.701704017304,90,-90
20220,366,7,66,-0.24,19.97,-6.95,502.6,331,331,137,335,4,1,200,90.6885490790445,90,-90
20241,367,7,100817,99998.9,100000.07,7.95,18.71,-102086,425,117,439,1,4,100,45.0003351820363,90,-90
20242,368,7,100217,99999.73,99996.37,-84.48,-118.19,-101906,322,129,333,1,4,0,44.9990374121338,90,-90
20258,366,7,34,-0.18,6.28,-16.53,267.97,401,374,132,423,1,4,0,91.6417862223927,90,-90
20289,368,7,70,0.7,12.36,10.07,303.5,341,417,137,437,4,1,300,86.7585560178607,90,-90
20307,367,7,66,0.59,17.46,6.29,434.88,405,420,129,1002,4,2048,100,88.0646247440608,90,-90
30354,368,7,64,2.35,12.28,54.92,314.84,231,330,136,339,4,1,300,79.1663979344605,90,-90
30365,367,7,70,1.41,13.96,21.62,339.58,345,390,132,415,4,1,200,84.2325214891496,90,-90
30376,366,7,62,0.66,7.43,-5.65,280.48,283,352,121,354,4,1,400,84.9237925838826,90,-90
30404,366,7,100281,99999.02,99997.26,84.89,-111.83,-102026,346,126,351,1,4,100,44.999495787762,90,-90
30413,367,7,72,-9.14,3.98,-249.81,72.75,-11,406,105,406,1,4,400,156.469351257519,90,-90
30436,368,7,101293,99999.77,100004.97,-4.13,15.65,-102706,451,121,458,1,4,500,45.0014896549622,90,-90
40494,366,7,66,-0.35,13.1,-13.03,328.91,233,326,130,326,1,4,500,91.5304391820148,90,-90
40525,367,7,70,1.28,19.48,16.22,486.47,27,313,152,341,4,1,500,86.2405892429756,90,-90
40530,368,7,70,1.61,16.21,33.65,396.24,319,307,159,354,4,1,500,84.3279050287575,90,-90
40566,367,7,68,-0.8,11.88,-25.82,291.18,223,324,124,324,1,4,0,93.8524854069807,90,-90
40573,368,7,74,0.87,11.35,22.97,258.36,215,304,147,337,4,1,200,85.6167361699003,90,-90
40579,366,7,66,-2.04,13.62,-69.56,340.99,259,345,150,370,4,1,200,98.5184227020148,90,-90
50634,366,7,46,-1.25,7.2,-37.68,224.15,339,318,138,326,4,1,400,99.849014511117,90,-90
50654,367,7,70,2.43,15.84,57.75,391.16,269,341,119,347,4,1,100,81.2783022020183,90,-90
50676,368,7,0,0,0,0,0,-99999,341,153,344,1,4,500,0,90,-90
50708,367,7,64,-1.24,16.55,-36.47,433.57,401,401,145,424,4,1,100,94.2848500346859,90,-90
50709,368,7,100901,99998.6,100001.63,-9.67,24.71,-102326,307,147,343,1,4,400,45.0008680300613,90,-90
77,366,8,80,17.65,13.3,447.07,304.85,459,327,141,361,4,1,100,36.9995258851073,45,-135
108,367,8,78,19.22,14.06,506.44,317.85,475,386,112,395,1,4,0,36.1865770555308,45,-135
112,368,8,70,17.14,12.79,438.79,320.44,381,299,129,330,4,1,400,36.7305833905762,45,-135
20203,368,8,24,6.54,4.99,344.92,285.67,645,344,143,355,4,1,500,37.343520824076,45,-135
20245,367,8,70,19.26,15.13,481.18,368.49,437,368,128,376,1,4,400,38.1519709376475,45,-135
20247,366,8,70,21.33,19.17,533.74,480.24,381,329,128,337,4,1,100,41.9471174852076,45,-135
20288,366,8,80,20.46,20.05,528.13,449.01,377,353,111,357,4,1,0,44.4201316329361,45,-135
20293,368,8,106,20.2,16.5,517.13,337.63,423,455,121,464,1,4,100,39.2430385590166,45,-135
20294,367,8,74,19.35,17.72,494.83,430.15,367,339,120,361,4,1,0,42.4822767447731,45,-135
30353,368,8,70,26.23,12.18,656.9,286.03,393,306,122,309,4,1,400,24.9079776489884,45,-135
30379,366,8,70,16.47,17.28,418.44,424.38,401,307,125,311,4,1,500,46.3748347805694,45,-135
30380,367,8,106,20.25,14.78,508.05,314.78,497,374,128,393,4,1,300,36.1248293810846,45,-135
30427,366,8,74,18.84,14.59,493.13,351.06,413,316,128,372,1,4,300,37.754778467224,45,-135
30451,368,8,68,17.64,13.77,451.26,338.49,235,348,176,378,4,1,500,37.9760343038434,45,-135
30454,367,8,80,19.31,18.36,475.59,419.42,501,325,128,336,1,4,0,43.5553635359896,45,-135
40509,366,8,96,21.18,22.23,526.18,488.02,493,322,129,335,1,4,300,46.3855987129405,45,-135
40527,367,8,84,14.95,16.92,394.08,372.15,367,362,105,1059,4,256,100,48.5371589277244,45,-135
40539,368,8,106,16.01,17.03,381.57,351.95,421,272,128,275,4,1,400,46.7682548294368,45,-135
40555,368,8,74,16.17,18.47,404.87,436.69,339,324,109,328,4,1,0,48.7987052061251,45,-135
40565,367,8,68,18.64,16,463.48,396.72,427,357,125,393,1,4,100,40.6417720522677,45,-135
40598,366,8,78,19.68,16.08,505.1,369.51,311,352,123,354,1,4,200,39.2513365827122,45,-135
50636,368,8,86,15.15,16.4,384.22,352.15,333,331,127,341,4,1,0,47.2688521527301,45,-135
50643,366,8,70,16.61,15.37,419.2,373.26,373,303,129,321,1,4,200,42.7795123889724,45,-135
50661,367,8,74,18.02,12.46,454.85,281.17,425,325,128,330,1,4,300,34.662072830803,45,-135
50700,366,8,76,15.38,16.39,382.85,387.81,443,326,128,346,1,4,400,46.8208767318288,45,-135
50718,367,8,70,19.92,19.45,497.33,475.03,469,305,133,311,4,1,500,44.3160341070634,45,-135
trial,stack,class,duration,H_amp,V_amp,H_vel,V_vel,EyeRT,ArmRT,arm_duration,ArmRT2,button1,button2,delay,sac ang,targR,targL
57,368,1,66,18.13,-2.94,470.1,-86.98,537,331,144,335,4,1,300,-9.21102654081667,-0,-180
60,366,1,68,18.53,-0.76,466.41,-41.78,459,392,166,425,4,1,500,-2.34864544524098,-0,-180
84,367,1,66,16.18,-5.09,406.69,-141.74,475,373,176,392,4,1,100,-17.462840743382,-0,-180
91,367,1,64,19,-3.66,489.36,-118.72,405,327,154,384,4,1,200,-10.9034215001478,-0,-180
96,368,1,62,15.19,-4.03,402.9,-112.02,449,420,125,450,4,1,200,-14.8586144479247,-0,-180
131,366,1,64,17.24,-4.43,446.9,-123.11,449,318,121,325,4,1,500,-14.410975475382,-0,-180
10188,367,1,68,17.07,-3.87,422.1,-111.76,573,283,174,293,4,1,0,-12.7737965356367,-0,-180
10191,366,1,68,19.78,-6.18,500.31,-172.81,469,387,172,394,4,1,400,-17.3507258983115,-0,-180
10210,368,1,66,16.65,-3.52,420.07,-86.44,557,449,174,470,4,1,200,-11.9372093649429,-0,-180
10249,366,1,64,16.88,-7.26,435.74,-199.76,463,472,151,507,4,1,300,-23.2722880599157,-0,-180
10254,367,1,62,13.6,-5.14,353.26,-135.59,457,399,140,401,1,4,100,-20.7036431014634,-0,-180
10286,368,1,64,15.24,-2.59,394.67,-85.01,459,466,137,1007,1,32,500,-9.64512211797244,-0,-180
20339,368,1,64,16.27,-2.93,426.93,-86.21,445,413,113,417,1,4,300,-10.2087491090614,-0,-180
20359,367,1,66,16.66,-3.03,427.15,-86.79,435,396,116,396,1,4,500,-10.3078728674275,-0,-180
20375,366,1,68,16.95,-3.64,426.97,-105.53,421,355,133,372,1,4,500,-12.1201480017316,-0,-180
20402,368,1,68,15.01,4.12,373.83,90.44,231,405,140,415,4,1,200,15.3487444497732,-0,-180
20405,366,1,66,16.46,-3.91,427.09,-125.47,435,419,144,459,1,4,200,-13.3626897059831,-0,-180
20408,367,1,64,17.04,-2.58,438.5,-73.54,415,374,137,378,1,4,100,-8.60967178077356,-0,-180
30457,368,1,66,14.2,-4.69,357.42,-148.44,415,427,134,443,1,4,0,-18.2774433762273,-0,-180
30463,367,1,62,13.29,-4.97,346.06,-153.22,391,404,116,407,4,1,100,-20.50405698221,-0,-180
30471,366,1,64,14.71,-5.93,377.13,-157.15,443,410,119,417,1,4,400,-21.9557005229271,-0,-180
30513,366,1,64,16.12,-3.53,414.05,-96.97,441,376,140,385,4,1,200,-12.3518067185789,-0,-180
30523,367,1,64,14.8,-5.27,377.59,-134.19,445,351,158,375,1,4,500,-19.5998524555502,-0,-180
30537,368,1,64,16.33,-3.73,424.24,-105.49,417,379,148,387,4,1,100,-12.866427057014,-0,-180
30547,367,1,64,16.26,-7.91,423.24,-244,389,367,120,379,4,1,100,-25.9415253853084,-0,-180
30561,368,1,66,16.13,-4.02,409.6,-109.14,429,338,170,360,4,1,200,-13.9944461456699,-0,-180
30585,366,1,64,15.29,-9.72,391.08,-270.51,433,395,137,404,1,4,100,-32.4445126341964,-0,-180
40615,367,1,68,16.21,-6.73,413.17,-158.31,431,313,151,329,1,4,300,-22.5470430735092,-0,-180
40619,368,1,68,15.35,-5.66,380.76,-164.92,343,306,157,333,1,4,100,-20.2404256461266,-0,-180
40644,366,1,66,16.67,-3.29,420.55,-77.26,481,336,161,979,1,32,100,-11.1644448885918,-0,-180
40661,366,1,64,13.84,-4.64,358.26,-120.56,453,355,148,374,1,4,100,-18.5342481680655,-0,-180
40672,367,1,66,13.64,-5.83,349.16,-149.99,439,358,147,358,1,4,400,-23.1428010672942,-0,-180
40681,368,1,66,15.15,-1.97,384.56,-71.36,419,423,125,439,4,1,300,-7.40877164451463,-0,-180
40715,368,1,100849,99997.51,99999.16,-108.72,-28.58,-102546,273,156,305,1,4,300,45.0004726980514,-0,-180
40732,367,1,64,15.81,-4.59,406.36,-116.51,457,363,150,373,1,4,500,-16.1892062570269,-0,-180
40764,366,1,64,14.5,-4.61,370.15,-129.46,443,316,140,335,1,4,100,-17.6370753905914,-0,-180
50783,368,1,80,13.8,-2.81,343.14,-50.4,419,329,138,334,4,1,0,-11.5094017263381,-0,-180
50800,366,1,64,14.02,-4.24,355.57,-109.79,455,407,125,410,4,1,0,-16.8266345879971,-0,-180
50813,367,1,78,14.99,2.16,389.41,37.28,257,294,93,303,4,1,400,8.19965551204137,-0,-180
50832,367,1,68,15.27,3.38,389.82,73.35,309,311,123,338,4,1,100,12.4811241530504,-0,-180
50860,366,1,76,14.34,-5.57,355.05,-134.66,455,312,137,322,1,4,200,-21.2273642693166,-0,-180
50870,368,1,66,14.62,-6.98,372.06,-200.82,431,348,140,358,1,4,400,-25.5211243433177,-0,-180
50888,367,1,62,14.9,-5.41,386.84,-144.8,383,341,134,347,4,1,100,-19.9553140256634,-0,-180
50915,368,1,70,13.18,-6.55,331.47,-162.28,493,351,176,407,4,1,200,-26.4257727409619,-0,-180
50918,366,1,64,16.53,-3.37,426.28,-98.17,421,344,119,373,1,4,500,-11.5230755206124,-0,-180
60943,367,1,68,18.31,-5.75,458.83,-144.8,473,296,167,356,1,4,500,-17.4341685048554,-0,-180
60949,368,1,66,16.77,-3.21,418.74,-96.42,423,340,150,343,4,1,200,-10.8360980979339,-0,-180
46,366,2,72,19.97,-20.46,491.87,-502.81,385,333,130,370,1,4,200,-45.6943744116795,-45,135
59,367,2,70,15.3,-26.01,378.96,-687.55,533,460,91,466,4,1,100,-59.5344550805401,-45,135
65,368,2,66,16.99,-19.07,434.05,-509.38,399,337,120,352,4,1,300,-48.3012565854833,-45,135
110,368,2,68,15.77,-27.74,403.92,-725.58,555,454,98,618,1,2,200,-60.3820663081296,-45,135
114,366,2,68,13.71,-24.42,334.91,-640.4,475,397,98,400,1,4,0,-60.6890539926428,-45,135
122,367,2,68,15.29,-15.24,397.36,-378.49,389,455,104,468,4,1,100,-44.9061648734237,-45,135
10202,367,2,66,14.95,-19.39,374.09,-521.64,409,392,95,415,4,1,0,-52.3672022536425,-45,135
10221,368,2,68,13.45,-23.05,341.31,-606.38,493,334,131,371,1,4,100,-59.7358358264686,-45,135
10224,366,2,70,17.16,-19.83,414.82,-513.75,431,470,109,483,4,1,500,-49.128544852956,-45,135
10237,367,2,66,16.53,-21.73,421.9,-561.64,423,303,119,321,4,1,400,-52.7397701396529,-45,135
10247,368,2,68,16.07,-21.89,397.47,-582.28,401,389,106,393,1,4,100,-53.7166704559394,-45,135
10264,366,2,66,15.44,-20.51,386.91,-523.74,493,456,109,464,1,4,400,-53.0274378544319,-45,135
20342,367,2,66,13.56,-23.72,350.01,-627.52,435,407,112,427,1,4,100,-60.2447145303897,-45,135
20366,368,2,101325,100000.33,100002.01,10.54,19.52,-102486,414,109,433,1,4,200,45.0004812789169,-45,135
20369,366,2,70,14.73,-25.2,368.42,-628.37,553,450,106,460,1,4,0,-59.6926973209326,-45,135
20392,366,2,66,15.36,-25.45,396.77,-665.8,397,345,134,389,1,4,300,-58.8874922831764,-45,135
20398,367,2,68,14.09,-23.78,355.11,-627.74,399,411,113,419,4,1,200,-59.3526343933477,-45,135
20413,368,2,68,15.3,-22.6,385.69,-600.27,385,343,119,361,1,4,300,-55.9023474219746,-45,135
30435,368,2,66,13.64,-26.06,344.36,-688.63,439,357,158,407,1,4,300,-62.3721016061088,-45,135
30439,366,2,70,16.49,-25.07,407.56,-664.32,519,328,153,425,1,4,400,-56.6647497542213,-45,135
30475,367,2,68,15.92,-22.7,395.61,-607.44,383,336,126,341,4,1,500,-54.9571916872942,-45,135
30504,368,2,68,15.8,-23.43,392.47,-622.52,545,376,121,380,1,4,400,-56.0062772452317,-45,135
30509,367,2,101051,99998.94,100002.22,-8.63,10.54,-102426,361,191,440,1,4,500,45.000939645334,-45,135
30544,366,2,70,11.26,-30.14,279.54,-816.14,423,481,128,507,1,4,400,-69.5148189313852,-45,135
30573,368,2,72,-25.51,22.47,-668.25,542.46,421,345,144,404,1,4,300,138.625399152394,-45,135
30587,367,2,72,17.79,-28.69,431.84,-696.12,579,279,123,286,1,4,300,-58.1979136774805,-45,135
30588,366,2,76,-22.99,17.86,-611.58,429.27,429,301,131,305,4,1,200,142.157813013616,-45,135
40613,367,2,68,0.14,-12.66,-9.85,-315.26,-67,-99999,-99999,-99999,4,1,400,-89.3664232086756,-45,135
40616,368,2,108,-22.28,18.55,-602.82,427.5,485,381,120,411,1,4,0,140.219732876197,-45,135
40632,366,2,72,11.2,-25.58,271.35,-685.46,405,365,119,380,1,4,200,-66.3541741703613,-45,135
40666,367,2,101245,99997.9,100000.34,2.65,-21.68,-102506,495,104,495,1,4,400,45.0006990146614,-45,135
40700,368,2,74,-21.81,16.92,-574.85,399.47,591,341,121,341,1,4,200,142.196014800187,-45,135
40712,366,2,38,-16.54,15.88,-618.69,611.42,627,441,120,461,1,4,400,136.166255142789,-45,135
40734,368,2,72,-22.91,14.2,-597.13,331.27,497,447,98,452,1,4,500,148.20867506347,-45,135
40739,367,2,80,-22.54,17.56,-594.39,415.09,481,294,133,320,1,4,0,142.07928947951,-45,135
40755,366,2,74,-19.54,19.99,-510.56,474.27,467,269,138,290,1,4,500,134.347786817007,-45,135
50777,366,2,80,-23.23,15.62,-607.75,355.26,497,304,114,310,4,1,500,146.082862308385,-45,135
50790,368,2,70,-22.91,15.57,-585.4,380.92,563,352,110,364,1,4,200,145.799349777195,-45,135
50801,367,2,106,-21.31,16.94,-577.56,333.79,425,273,125,293,1,4,400,141.517689433706,-45,135
50835,368,2,100325,100001.25,100000.83,4.85,24.86,-102126,351,108,369,4,1,200,44.9998796801143,-45,135
50844,366,2,282,-9.51,2.72,-505.44,280.26,387,334,104,338,1,4,0,164.038690815355,-45,135
50853,367,2,62,0.48,7.5,10,180.11,77,438,95,456,1,4,200,86.3380644244802,-45,135
50887,366,2,101087,99999.77,99998.27,9.53,14.19,-102306,473,112,488,1,4,400,44.9995702774424,-45,135
50916,367,2,78,-20.39,16.23,-543.12,363.56,503,296,127,315,1,4,200,141.480967333669,-45,135
50933,368,2,88,-22.26,16.8,-591.48,374.03,485,309,132,334,1,4,500,142.957525226917,-45,135
60946,368,2,80,-22.58,23.87,-606.34,558.13,553,323,110,323,1,4,100,133.409202101807,-45,135
60947,366,2,68,14.17,-15.81,356.99,-436.4,463,532,102,538,1,4,300,-48.1311380340103,-45,135
49,368,3,68,-1.01,19.71,-37.33,494.48,409,381,123,383,4,1,400,92.9334431997856,-90,90
56,366,3,68,0.15,21.96,0.07,558.38,397,380,144,389,4,1,300,89.6086414723167,-90,90
81,367,3,70,-1.5,17.71,-52.81,438.64,401,405,138,411,1,4,0,94.8412782008169,-90,90
98,366,3,72,-2.93,15.78,-95.81,380.04,383,397,136,423,1,4,0,100.518778668267,-90,90
107,367,3,70,1.62,24.75,34.37,635.9,399,337,158,358,1,4,0,86.2550728264579,-90,90
111,368,3,66,0.77,22.82,18.9,587.89,377,330,152,353,1,4,100,88.0674400391411,-90,90
10182,366,3,78,1.71,19.65,36.08,464.72,73,587,171,593,4,1,500,85.0264845977063,-90,90
10198,368,3,72,0.35,26.2,8.1,666.37,387,344,139,354,1,4,0,89.2346438908267,-90,90
10229,367,3,68,-1.9,29.21,-53.96,750.98,381,349,149,376,1,4,500,93.7216308662082,-90,90
10246,367,3,72,1.26,24.76,24.53,605.51,373,342,136,361,1,4,400,87.0868149801787,-90,90
10260,366,3,70,-1.05,20.25,-35.78,510.15,399,482,144,513,1,4,500,92.9682340298717,-90,90
10275,368,3,98,-2.18,19.07,-68.83,445,367,425,151,463,1,4,200,96.5214964668764,-90,90
20323,367,3,68,-1.08,17.94,-46.65,456.04,377,392,124,398,1,4,0,93.4450864632402,-90,90
20326,366,3,70,-2.23,20.83,-68.67,516.51,395,440,130,451,1,4,100,96.1106474156086,-90,90
20355,368,3,68,0.02,22.76,-14.23,566.64,375,395,141,399,4,1,0,89.9496522277982,-90,90
20380,368,3,68,-1.47,17.01,-45.1,425.67,411,421,116,433,1,4,300,94.9392155421262,-90,90
20390,366,3,74,-4.07,17.69,-108.69,424.79,377,334,177,387,1,4,400,102.956763445693,-90,90
20395,367,3,72,-2.24,21.69,-67.81,530.98,391,434,145,452,1,4,300,95.8962272577569,-90,90
30436,366,3,68,0.75,27.32,10.07,699.25,391,337,177,370,1,4,500,88.4274873907256,-90,90
30442,367,3,68,-2.73,16.71,-76.63,414.88,419,359,156,389,1,4,400,99.2787360100215,-90,90
30458,368,3,66,-0.12,18.66,-10.73,474.9,411,335,150,352,1,4,100,90.3684565253377,-90,90
30492,367,3,66,-5.48,18.45,-156.6,478.89,379,327,152,364,1,4,200,106.542418315631,-90,90
30502,366,3,70,1.78,25.99,43.58,657.05,391,336,146,365,1,4,200,86.0820517165708,-90,90
30519,368,3,64,-1.12,19.99,-39.63,518.81,429,367,135,375,1,4,300,93.2068159950706,-90,90
30550,367,3,68,-2.87,22.13,-84.94,556.71,373,372,135,375,4,1,0,97.3893438438478,-90,90
30578,368,3,68,-1.13,23.26,-31.88,588.03,389,321,169,385,1,4,200,92.7813141763626,-90,90
30579,366,3,66,-2.85,17.14,-73.15,444.78,399,340,135,358,1,4,200,99.4406377433544,-90,90
40603,367,3,68,0.9,29.06,10.47,751.71,391,356,154,395,1,4,100,88.2260934551453,-90,90
40637,366,3,70,-1.4,23.93,-44.38,602.8,389,414,117,418,4,1,100,93.3482140475093,-90,90
40649,368,3,72,-2.52,23.23,-79.13,570.49,363,478,117,486,1,4,400,96.1912593400377,-90,90
40685,367,3,70,0.36,25.31,13.38,626.04,421,395,132,404,4,1,500,89.1851011536282,-90,90
40689,366,3,78,-1.53,13.48,-39.83,291.85,443,479,110,482,1,4,100,96.4754440470528,-90,90
40696,368,3,76,-3.98,12.16,-113.57,265.24,357,369,122,393,1,4,300,108.123407862279,-90,90
40713,368,3,70,2.63,15.33,60.4,375.35,389,490,109,500,1,4,0,80.2651600205673,-90,90
40738,366,3,70,-3.78,21.69,-104.69,543.58,373,327,126,339,1,4,300,99.8858720025033,-90,90
40748,367,3,58,0.2,-6.95,7.17,-182.88,-27,428,116,463,1,4,0,-88.3516554951039,-90,90
50780,368,3,66,-1.44,22.74,-51.68,596.97,419,345,138,381,1,4,300,93.6233906879333,-90,90
50809,366,3,70,-0.64,18.7,-14.93,460.92,373,365,130,388,1,4,300,91.9601599862125,-90,90
50814,367,3,102787,99997.95,99993.98,-57.26,-202.61,-102986,319,170,337,1,4,400,44.998862632884,-90,90
50833,367,3,64,-1.92,14.13,-54.7,367.32,401,361,4,394,1,4,0,97.7380219141869,-90,90
50847,368,3,72,-2.86,15.22,-79.89,359.02,389,385,127,408,1,4,0,100.642382676595,-90,90
50850,366,3,82,1.48,16.63,24.17,374.43,471,312,130,330,1,4,500,84.9143151883052,-90,90
50883,368,3,64,1.35,17.31,37.68,450.53,413,353,134,377,1,4,200,85.540551726322,-90,90
50890,366,3,64,-1.41,22.11,-42.94,572.27,405,379,119,399,1,4,200,93.6489280258814,-90,90
50893,367,3,66,-1.75,19.5,-53.89,500.29,397,371,132,405,1,4,0,95.1281910418528,-90,90
60948,366,3,68,-1.24,14.72,-34.44,363.64,451,339,141,362,1,4,300,94.8151782448625,-90,90
60950,367,3,70,1.45,18.01,28.69,440.27,391,353,138,377,1,4,400,85.396997799668,-90,90
60954,368,3,66,-2.97,19.67,-85.34,495.78,385,347,154,388,1,4,200,98.5863082189076,-90,90
41,366,4,70,-20.51,-29.17,-526.56,-728.8,225,264,151,325,4,1,400,-125.111805810691,-135,45
70,368,4,72,-20.76,-19.67,-500.1,-484.17,277,349,157,429,4,1,100,-136.544330325603,-135,45
80,367,4,58,-17.33,-21.41,-479.7,-584.08,387,391,124,436,4,1,0,-128.987914534862,-135,45
106,367,4,68,-22.29,-22,-583.22,-555.66,315,334,155,401,4,1,200,-135.375153276325,-135,45
115,368,4,70,-17.9,-22.16,-459.71,-556.71,381,396,140,492,4,1,200,-128.929950826768,-135,45
139,366,4,72,-23.34,-25.93,-599.65,-637.54,347,380,183,452,4,1,300,-131.990874660004,-135,45
10186,367,4,66,-16.49,-19.98,-428.51,-518.72,357,399,134,438,4,1,200,-129.533720474062,-135,45
10218,368,4,66,-21.86,-20.83,-560.81,-543.64,315,376,147,475,4,1,400,-136.382131774179,-135,45
10232,366,4,68,-21.99,-20.83,-561.28,-554.85,289,345,134,389,4,1,500,-136.551771434673,-135,45
10244,368,4,66,-22.98,-19.16,-598.29,-495.38,375,375,164,447,4,1,200,-140.179717564465,-135,45
10250,367,4,70,-21.33,-21.37,-540.95,-518.35,301,342,139,403,4,1,300,-134.946327154329,-135,45
